0	275
1	61
10	961
100	1358
1000	17
1001	29
1002	17
1003	21
1004	21
1005	15
1006	16
1007	23
1008	16
1009	15
101	1403
1010	14
1011	18
1012	22
1013	17
1014	21
1015	15
1016	23
1017	13
1018	20
1019	22
102	1340
1020	14
1021	18
1022	13
1023	13
1024	11
1025	17
1026	15
1027	8
1028	11
1029	9
103	1285
1030	17
1031	8
1032	10
1033	4
1034	10
1035	21
1036	14
1037	8
1038	10
1039	7
104	1328
1040	4
1041	3
1042	12
1043	8
1044	9
1045	2
1046	12
1047	7
1048	5
1049	6
105	1330
1050	7
1051	5
1052	8
1053	13
1054	5
1055	12
1056	4
1057	5
1058	9
1059	2
106	1287
1060	8
1061	3
1062	3
1063	8
1064	5
1065	4
1066	5
1067	9
1068	1
1069	3
107	1314
1070	4
1071	7
1072	2
1073	6
1074	3
1075	4
1076	3
1077	4
1078	4
1079	3
108	1290
1080	3
1081	3
1082	1
1083	2
1084	2
1085	2
1087	2
1089	5
109	1204
1090	3
1092	1
1093	7
1094	3
1095	4
1096	1
1097	1
1098	1
1099	1
11	1118
110	1252
1100	2
1101	1
1102	1
1104	2
1105	2
1108	2
1109	2
111	1214
1110	1
1111	1
1113	1
1114	1
1115	3
1116	1
1117	1
1119	2
112	1188
1120	5
1122	1
1123	1
1124	3
1126	1
1127	1
1129	1
113	1186
1130	3
1131	1
1132	1
1133	1
1134	1
1137	1
1139	2
114	1228
1140	2
1141	1
1143	1
1144	4
1145	1
1146	1
1148	1
1149	4
115	1138
1150	1
1151	1
1152	1
1153	2
1156	2
1157	1
1159	2
116	1105
1161	2
1162	1
1165	1
1167	1
1168	1
1169	1
117	1087
1170	1
1171	2
1172	1
1174	2
1178	2
118	1122
1180	2
1182	2
1183	1
1185	2
1189	4
119	979
1191	1
1193	2
1194	1
1195	3
1199	2
12	1405
120	1045
1201	1
1202	1
1203	4
1205	2
1206	2
1208	1
1209	1
121	1026
1210	1
1211	3
1213	2
1214	1
1219	1
122	963
1220	1
1221	1
1222	1
1223	1
1224	2
1226	2
123	984
1232	2
1233	1
1234	1
1235	1
1236	2
1237	1
1238	1
1239	1
124	914
1240	6
1241	2
1242	2
1245	1
1248	2
1249	3
125	894
1251	3
1252	1
1254	1
1256	1
1257	2
126	862
1261	3
1266	2
127	873
1270	2
1272	1
1274	5
1275	1
1277	7
1278	4
128	859
1280	3
1284	3
1285	3
1286	1
1287	2
1288	2
1289	1
129	839
1290	1
1291	1
1292	2
1294	1
1296	1
1297	2
1298	1
1299	2
13	1584
130	801
1300	1
1301	2
1302	2
1304	3
1307	1
1308	1
1309	1
131	762
1310	3
1311	1
1312	1
1313	5
1314	2
1315	3
1316	2
1317	1
1318	5
1319	2
132	752
1320	2
1321	1
1322	1
1323	2
1324	1
1325	1
1326	2
1327	3
1329	1
133	723
1330	3
1331	1
1332	2
1333	2
1334	3
1336	2
1337	4
1339	3
134	705
1341	1
1342	2
1343	2
1344	1
1345	1
1347	2
1348	3
135	651
1352	2
1353	1
1354	1
1355	3
1356	3
1357	4
1358	2
136	683
1360	3
1361	3
1362	1
1363	1
1364	4
1365	3
1366	3
1367	2
1368	1
1369	1
137	685
1371	1
1372	2
1373	2
1374	2
1375	3
1377	1
1378	3
1379	5
138	612
1380	3
1381	1
1382	2
1384	1
1385	2
1386	1
1388	1
1389	1
139	619
1390	5
1391	1
1392	1
1393	2
1394	4
1395	1
1396	1
1397	1
1398	1
14	2033
140	535
1400	3
1401	2
1404	1
1405	4
1406	1
1407	2
1408	1
1409	3
141	578
1410	1
1412	5
1415	5
1416	2
1417	3
1418	1
142	569
1420	1
1421	1
1423	5
1424	2
1425	2
1426	2
1427	3
1428	2
143	518
1430	3
1431	3
1433	5
1434	3
1435	8
1436	1
1437	2
1438	4
1439	2
144	534
1440	2
1441	4
1442	3
1443	1
1444	1
1446	4
1447	2
1448	3
1449	1
145	495
1450	3
1451	4
1453	3
1454	3
1455	6
1456	6
1457	10
1458	7
1459	1
146	537
1461	2
1462	4
1463	1
1464	7
1465	3
1466	2
1467	3
1468	6
1469	2
147	492
